;additionalInfos;authorFirstname;authorLastname;correctionsAfter1938;firstEditionPublicationPlace;firstEditionPublicationYear;firstEditionPublisher;ocrResult;pageNumberInOCRDocument;secondEditionPublicationPlace;secondEditionPublicationYear;secondEditionPublisher;ssFlag;title
116;;E.;Hirschberg;;Berlin;1897;Liebmann;Hirschberg, E.: Die soziale Lage der arbeitenden Klassen in Berlin. Berlin: Liebmann 1897.;59;Berlin;1897;Liebmann;False;Die soziale Lage der arbeitenden Klassen in Berlin
117;;St.;Zalewski;;Warschau;1937;Wyd. Liga Morska i Kolonialna;Zalewski, St.: Abecadlo gdanskie. Warschau: Wyd. Liga Morska i Kolonialna 1937.;166;Warschau;1937;Wyd. Liga Morska i Kolonialna;True;Abecadlo gdanskie
118;;Friedrich;Engels;;;;;Engels, Friedrich: Sämtliche Schriften.;32;;;;False;Sämtliche Schriften
119;;Christa;Winsloe;;;;;Winsloe, Christa: Sämtliche Schriften.;162;;;;False;Sämtliche Schriften
120;;Max;Barthel;;Berlin;1927;Arbeiterjugend-Verl.;Barthel, Max: Die Mühle zum Toten Mann. Berlin: Arbeiterjugend-Verl. 1927.;7;Berlin;1927;Arbeiterjugend-Verl.;False;Die Mühle zum Toten Mann
121;;Hans;Beckers;;Leipzig;1928;Oldenburg;Beckers, Hans: Wie ich zum Tode verurteilt wurde. Leipzig: Oldenburg 1928.;8;Leipzig;1928;Oldenburg;False;Wie ich zum Tode verurteilt wurde
122;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Heinz;Pohl;;;;;Pohl, Heinz: sämtliche Schriften.;14;;;;True;sämtliche Schriften
123;;Heinz Bruno;Hart;;Leipzig;1927;Marien-Verl.;Hart, Heinz Bruno: Der rote Kosak. Leipzig: Marien-Verl. 1927.;54;Leipzig;1927;Marien-Verl.;False;Der rote Kosak
124;;Herbert;Guenther;;Berlin;1930;Internat. Bibliothek;Guenther, Herbert: Hier schreibt Berlin. Berlin: Internat. Bibliothek 1930.;51;Berlin;1930;Internat. Bibliothek;False;Hier schreibt Berlin
125;;Cheikh;Nefzaui;;Utrecht;1925;Pfeil-Verl.;Nefzaui, Cheikh: Der duftende Garten. Utrecht: Pfeil-Verl. 1925. — Wien: Schneider & Co 1929.;101;Utrecht;1925;Pfeil-Verl.;True;Der duftende Garten
126;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Paul;Hilke;;;;;Hake, Paul, geb. 22. 8. 1892: sämtliche Schriften;7;;;;True;sämtliche Schriften
127;;Walter;Kampe;;Mainz;1936;Matthias-Grünewald-Verl.;Kampe, Walter: Die Nation in der Heilsordnung. Mainz: Matthias-Grünewald-Verl. 1936.;68;Mainz;1936;Matthias-Grünewald-Verl.;False;Die Nation in der Heilsordnung
128;;Ernest;Laurence;;Dresden;1934;Yoga-Verl.;Laurence, Ernest: Schicksals Zahlen. Dresden: Yoga-Verl. 1934.;82;Dresden;1934;Yoga-Verl.;False;Schicksals Zahlen
129;;;Voigt, Friedrich Adolf, u. Margaret Goldsmith;;Giessen; 1930;Kindt & Bucher;Voigt, Friedrich Adolf, u. Margaret Goldsmith: Hindenburg. Giessen: Kindt & Bucher 1930.;154;Giessen; 1930;Kindt & Bucher;False;Hindenburg
130;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;I.;Minz;;Moskau;1940;Verl. für fremdsprachige Literatur;Minz, I.: Die sozialistische Oktoberrevolution. — Moskau: Verl. für fremdsprachige Literatur 1940.;12;Moskau;1940;Verl. für fremdsprachige Literatur;True;Die sozialistische Oktoberrevolution
131;;Leon;Pinsker;;Berlin;1932;Jüdischer Verl.;Pinsker, Leon: Autoemanzipation. Berlin: Jüdischer Verl. 1932.;110;Berlin;1932;Jüdischer Verl.;False;Autoemanzipation
132;;Ludwig;Erhart;;Berlin;1919;Malik-Verl.;Erhart, Ludwig: Dieser Friede wird kein Brest-Litowsk. Berlin: Malik-Verl. 1919.;33;Berlin;1919;Malik-Verl.;False;Dieser Friede wird kein Brest-Litowsk
133;;;;; Leipzig; 1915;Hirzel;Arbeiterschaft, Die ~ im neuen Deutschland. Leipzig: Hirzel 1915.;4; Leipzig; 1915;Hirzel;False;Arbeiterschaft, Die ~ im neuen Deutschland
134;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Alma;Mahler;;;;;Mahler, Alma: sämtliche Schriften.;12;;;;True;sämtliche Schriften
135;;Franz;Schweyer;;Freiburg;1925;Herder;Schweyer, Franz: Politische Geheimverbände. Freiburg: Herder 1925.;134;Freiburg;1925;Herder;False;Politische Geheimverbände
136;;Gregor;Bienstock;;;;;Bienstock, Gregor: Sämtliche Schriften.;11;;;;False;Sämtliche Schriften
137;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;;;;St. Gallen;;Kultur-Verl.;Europäische Tatsachen. Eine Schriftenreihe für Menschlichkeit u. Ver¬nunft. — St. Gallen: Kultur-Verl.;21;St. Gallen;;Kultur-Verl.;True;Europäische Tatsachen. Eine Schriftenreihe für Menschlichkeit u. Vernunft. Sämtliche Bände.
138;;Adler;Alfred;;München;1930;Bergmann;Adler, Alfred: Praxis und Theorie der Individualpsychologie. München: Bergmann 1930. ;0;München;1930;Bergmann;False;Praxis und Theorie der Individualpsychologie
139;;Paul;Pachaly;;München;1926;Hans Sachs-Verl.;Pachaly, Paul: Menschentum. München: Hans Sachs-Verl. 1926.;107;München;1926;Hans Sachs-Verl.;False;Menschentum
140;;Friedrich;Radszuweit;;Belin;1924;Orplid-Verl.;Radszuweit, Friedrich: Paul Titzkis Lebenswerg. Belin: Orplid-Verl. 1924.;114;Belin;1924;Orplid-Verl.;False;Paul Titzkis Lebenswerg
141;Sämtliche Ausgaben;Hermann;Kesser;;;;;Kesser, Hermann: Die Peitsche. Sämtliche Ausgaben.;71;;;;False;Die Peitsche
142;;Otto;Heller;;;;;Heller, Otto: Sämtliche Schriften.;56;;;;False;Sämtliche Schriften
143;;Rufus;King;;Wien;1930;Amonesta-Verl.;King, Rufus: Mord nach der Uhr. Wien: Amonesta-Verl. 1930.;71;Wien;1930;Amonesta-Verl.;False;Mord nach der Uhr
144;;;;; Berlin; 1931;Betrieb u. Gewerkschaft;Arzt oder Totengräber. Berlin: Betrieb u. Gewerkschaft 1931.;5; Berlin; 1931;Betrieb u. Gewerkschaft;False;Arzt oder Totengräber
145;;;;; Berlin; 1932;Tribunal-Verl.;Lebendig begraben. Tatsachen aus deutschen Zuchthäusern u. Gefängnissen. Berlin: Tribunal-Verl. 1932.;82; Berlin; 1932;Tribunal-Verl.;False;Lebendig begraben. Tatsachen aus deutschen Zuchthäusern u. Gefängnissen
146;;;;; London; 1936;Gollancz;Spot, The yellow ~. London: Gollancz 1936.;141; London; 1936;Gollancz;True;Spot, The yellow ~
147;;Josef;Pata;;Bautzen;1920;Schmaler;Pata, Josef: Lusica [Die Lausitz]. Bautzen: Schmaler 1920.;106;Bautzen;1920;Schmaler;False;Lusica [Die Lausitz]
148;;Leopold von;Sacher-Masoch;;;;;Sacher-Masoch, Leopold von: Sämtliche Schriften.;124;;;;False;Sämtliche Schriften
149;;Florentine;Gebhardt;;Berlin;1933;Neuer Berliner Buchvertrieb;Gebhardt, Florentine: Das Kinderfest in der Schule des Dritten Reiches. Berlin: Neuer Berliner Buchvertrieb 1933.;43;Berlin;1933;Neuer Berliner Buchvertrieb;False;Das Kinderfest in der Schule des Dritten Reiches
150;;Hermann;Oesterwitz;;Leipzig;1918;Hedewig;Oesterwitz, Hermann: Was muss jeder junge Mann von und vor der Ehe wissen? Leipzig: Hedewig 1918.;105;Leipzig;1918;Hedewig;False;Was muss jeder junge Mann von und vor der Ehe wissen?
151;;Hubertus Prinz zu;Loewenstein-Wertheim-Freudenberg;;;;;Loewenstein-Wertheim-Freudenberg, Hubertus Prinz zu: Sämtliche Schriften.;87;;;;False;Sämtliche Schriften
152;;Paul;Stefan;;Wien;1936;Reichner;Stefan, Paul: Bruno Walter. Wien: Reichner 1936.;142;Wien;1936;Reichner;False;Bruno Walter
153;;;Oistros;;London; 1933;A. Barker;Oistros: Truffle eater. London: A. Barker 1933.;105;London; 1933;A. Barker;True;Truffle eater
154;;Malraux;André;;;;;Malraux, André: Die Zeit der Verachtung. — Sämtliche Ausgaben.;0;;;;True;Die Zeit der Verachtung. — Sämtliche Ausgaben
155;;;;; Düsseldorf; 1930;Westdt. Verlagsdr.;Mit uns zieht die neue Zeit! Düsseldorf: Westdt. Verlagsdr. 1930.;96; Düsseldorf; 1930;Westdt. Verlagsdr.;False;Mit uns zieht die neue Zeit
156;;Nicolas;Rétif de la Bretonne;;Wien;1924;Rhombus-Verl.;Rétif de la Bretonne, Nicolas: Irrwege des Herzens. Wien: Rhombus-Verl. 1924.;118;Wien;1924;Rhombus-Verl.;False;Irrwege des Herzens
157;;Hanns;Sagsmann;;Wien;1935;Amonesta-Verl.;Sagsmann, Hanns: Kulturgeschichte Oesterreichs vom Urzustand bis zur Gegenwart. Wien: Amonesta-Verl. 1935.;125;Wien;1935;Amonesta-Verl.;False;Kulturgeschichte Oesterreichs vom Urzustand bis zur Gegenwart
158;;;Sun Yat Sen;;Wien; 1927;Agis-Verl.;Sun Yat Sen: Aufzeichnungen eines chinesischen Revolutionärs. Wien: Agis-Verl. 1927.;146;Wien; 1927;Agis-Verl.;False;Aufzeichnungen eines chinesischen Revolutionärs
159;;Vicki;Baum;;;;;Baum, Vicki: Sämtliche Schriften.;8;;;;False;Sämtliche Schriften
160;;;Czermak, Emmerich, u. Oskar Karbach;;Wien; 1933;Reinhold-Verl.;Czermak, Emmerich, u. Oskar Karbach: Ordnung in der Judenfrage. Wien: Reinhold-Verl. 1933.;23;Wien; 1933;Reinhold-Verl.;False;Ordnung in der Judenfrage
161;;August Hermann;Zeiz;;Berlin;1920;Reiss;Zeiz, August Hermann: Die roten Tage. Berlin: Reiss 1920.;166;Berlin;1920;Reiss;False;Die roten Tage
162;;Ferdinand;Knoll;;Berlin;1931;Verl. Der Eigene;Knoll, Ferdinand: Die Liebe der Wenigen. Berlin: Verl. Der Eigene 1931.;73;Berlin;1931;Verl. Der Eigene;False;Die Liebe der Wenigen
163;;Georg;Kaiser;;Berlin;1932;Transmare-Verl.;Kaiser, Georg: Es ist genug. Berlin: Transmare-Verl. 1932.;68;Berlin;1932;Transmare-Verl.;False;Es ist genug
164;;Fritz;Giese;;München;1919;Musarion-Verl.;Giese, Fritz: Der Mond der Toinette. München: Musarion-Verl. 1919.;46;München;1919;Musarion-Verl.;False;Der Mond der Toinette
165;;Bela;Szántó;;Wien;1920;Neue Erde;Szántó, Bela: Klassenkämpfe und die Diktatur des Proletariats in Ungarn. Wien: Neue Erde 1920.;146;Wien;1920;Neue Erde;False;Klassenkämpfe und die Diktatur des Proletariats in Ungarn
166;;Sergej Michajlovič;Tretjakow;;;;;Tretjakow, Sergej Michajlovič: Sämtliche Schriften.;149;;;;False;Sämtliche Schriften
167;;Friedrich;Zoepfl;;Freiburg;1937;Herder;Zoepfl, Friedrich: Das Reich als Schicksal und Tat. Freiburg: Herder 1937.;168;Freiburg;1937;Herder;False;Das Reich als Schicksal und Tat
168;;Hans;Engler;;Leipzig;1927;Richter;Engler, Hans: Die berittene Tante. Leipzig: Richter 1927.;32;Leipzig;1927;Richter;False;Die berittene Tante
169;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Wilhelm;Tabor;;;;;Tabor, Wilhelm: sämtliche Schriften.;17;;;;True;sämtliche Schriften
170;;;;;Moskau;1934;Verlagsgen. ausländ. Arbeiter;+ Auftrag an die Deputierten des 14. Leningrader Sowjets ... Moskau: Verlagsgen, ausländ. Arbeiter 1934.;0;Moskau;1934;Verlagsgen. ausländ. Arbeiter;True;Auftrag an die Deputierten des 14. Leningrader Sowjets
171;;;Tichauer, Theodor, u. Walter Friedländer;;Berlin; 1930;Dietz;Tichauer, Theodor, u. Walter Friedländer: Das Recht der Jugend. Berlin: Dietz 1930.;148;Berlin; 1930;Dietz;False;Das Recht der Jugend
172;;;Beresowski;;Berlin; 1928;Mopr-Verl.;Beresowski: Das Golgatha des weissrussischen Volkes unter der Ferse der polnischen Okkupanten. Berlin: Mopr-Verl. 1928.;9;Berlin; 1928;Mopr-Verl.;False;Das Golgatha des weissrussischen Volkes unter der Ferse der polnischen Okkupanten
173;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Veit;Valentin;;Amsterdam;1939;de Lange;Valentin, Veit: Weltgeschichte. Völker, Männer, Ideen. (Bd [1.] 2.) — Amsterdam: de Lange 1939.;11;Amsterdam;1939;de Lange;True;Weltgeschichte. Völker, Männer, Ideen (Bd [1.] 2.)
174;;Ketty;Gattmann;;Hamburg;1922;Internat. Kultur-Verl.;Gattmann, Ketty: Liebe und Ehe. Hamburg: Internat. Kultur-Verl. 1922.;52;Hamburg;1922;Internat. Kultur-Verl.;False;Liebe und Ehe
175;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Ernst;Hauck;;Landsberg (Warthe);1938;Pfeiffer & Co.;Hauck, Ernst: Br. Goethe. — Landsberg <Warthe>: Verl. Pfeiffer & Co. 1938.;9;Landsberg (Warthe);1938;Pfeiffer & Co.;True;Br. Goethe
176;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift unter Hoyer bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 62.";Ludwig Harter;Jacobson (Pseud.: Niels Hoyer und Ernst Harthern);;;;;"Jacobson, Ludwig Harter (Pseud.: Niels Hoyer und Ernst Harthern), geb. 7. 9. 1884, Übersetzer u. schöne Lit.: sämtliche Schriften.

Eine Schrift unter Hoyer bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 62.

";8;;;;True;Übersetzer u. schöne Lit.: sämtliche Schriften
177;;Wilhelm;Riepekohl;;Magdeburg;1929;Pfannkuch;Riepekohl, Wilhelm: Vorbeugen — nicht abtreiben. Magdeburg: Pfannkuch 1929.;120;Magdeburg;1929;Pfannkuch;False;Vorbeugen — nicht abtreiben
178;;Friedrich;Radszuweit;;Berlin;1931;Radszuweit;Radszuweit, Friedrich: Männer zu verkaufen. Berlin: Radszuweit 1931.;114;Berlin;1931;Radszuweit;False;Männer zu verkaufen
179;;Friedrich Franz;Unruh;;Frankfurt a/M,;1931;Societäts-Verl.;Unruh, Friedrich Franz: Nationalsozialismus. Frankfurt a/M,: Societäts-Verl. 1931.;151;Frankfurt a/M,;1931;Societäts-Verl.;False;Nationalsozialismus
180;;Emmanuel;Mounier;;Luzern;1936;Vita Nova-Verl.;Mounier, Emmanuel: Vom kapitalistischen Eigentumsbegriff zum Eigentum des Menschen. Luzern: Vita Nova-Verl. 1936.;98;Luzern;1936;Vita Nova-Verl.;True;Vom kapitalistischen Eigentumsbegriff zum Eigentum des Menschen
181;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;André;Blomjous;;Limburg;1927;Gebr. Steffen;Blomjous, A[ndré]: Ernste Worte an die schulentlassenen Mädchen. — Limburg: Gebr. Steffen 1927.;6;Limburg;1927;Gebr. Steffen;False;Ernste Worte an die schulentlassenen Mädchen
182;;Friedrich;Muckle;;Leipzig;1920;Teubner;Muckle, Friedrich: Die grossen Sozialisten. Leipzig: Teubner 1920.;98;Leipzig;1920;Teubner;False;Die grossen Sozialisten
183;;Victoria;Wolf;;Amsterdam;1935;Querido-Verl.;Wolf, Victoria: Gast in der Heimat. Amsterdam: Querido-Verl. 1935.;164;Amsterdam;1935;Querido-Verl.;True;Gast in der Heimat
184;;;Fischer, Josef, Václav Patzak u. Vincenc Perth;;?] Prag; 1937;Nova Svoboda;Fischer, Josef, Václav Patzak u. Vincenc Perth: Jejich boj. Co chce a čemu slouži SdP.? [Ihr Kampf. Was will und wem dient die SdP.?] Prag: Nova Svoboda 1937.;37;?] Prag; 1937;Nova Svoboda;False;Jejich boj. Co chce a čemu slouži SdP.? [Ihr Kampf. Was will und wem dient die SdP
185;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums.;Martin;Fuchs;;;;;Fuchs, Martin: sämtliche Schriften.;8;;;;True;sämtliche Schriften
186;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Paul Ad.;Brenner;;Zürich, New York;1941;Oprecht ;"Brenner, Paul Ad.: Das trostreiche Antlitz. — Zürich, New York: Oprecht (1941)

";3;Zürich, New York;1941;Oprecht ;True;Das trostreiche Antlitz
187;;Francois de;Tessan;;Paris;1936;Flammarion;Tessan, Francois de: Voici Adolf Hitler. Paris: Flammarion 1936.;147;Paris;1936;Flammarion;True;Voici Adolf Hitler
188;;Rudolf;Franz;;Berlin;1929;Der Freidenker;Franz, Rudolf: Freidenkergeschichten aus der Weltliteratur. Berlin: Der Freidenker 1929.;40;Berlin;1929;Der Freidenker;False;Freidenkergeschichten aus der Weltliteratur
189;;Rudolf;Steiner;;Stuttgart;1922;Der kommende Tag;Steiner, Rudolf: Theosophie. Stuttgart: Der kommende Tag 1922.;142;Stuttgart;1922;Der kommende Tag;False;Theosophie
190;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Erich Hans;Wolf;;Zürich;1939;Europa ;Wolf, Erich Hans: Katastrophenwirtschaft. Geburt u. Ende Österreichs 1918-1938. — Zürich: Europa Verl. (1939).;19;Zürich;1939;Europa ;True;Katastrophenwirtschaft. Geburt u. Ende Österreichs 1918-1938
191;;Peter;Freuchen;;;;;Freuchen, Peter: Sämtliche Schriften.;41;;;;False;Sämtliche Schriften
192;;;;; Moskau; 1933;Verlagsgen. ausländ. Arbeiter;Zetkin, Clara ~. Kämpferin für die proletarische Weltrevolution. Moskau: Verlagsgen. ausländ. Arbeiter 1933.;167; Moskau; 1933;Verlagsgen. ausländ. Arbeiter;True;Zetkin, Clara ~. Kämpferin für die proletarische Weltrevolution
193;;Andreas;Andernach;;München;1932;Der Antifaschist;Andernach, Andreas: Hitler ohne Maske. München: Der Antifaschist 1932.;3;München;1932;Der Antifaschist;False;Hitler ohne Maske
194;;Heinz;Mohr;;Berlin;1931;Eden-Verl.;Mohr, Heinz: Varinna. Berlin: Eden-Verl. 1931.;97;Berlin;1931;Eden-Verl.;False;Varinna
195;;Benno;Vigny;;Berlin;1927;Weltbücher-Verl.;Vigny, Benno: Neil John. Berlin: Weltbücher-Verl. 1927.;153;Berlin;1927;Weltbücher-Verl.;False;Neil John
196;;Maryse;Choisy;;Leipzig;1930;Elite-Verl.;Choisy, Maryse: In den Tiefen von Paris. Leipzig: Elite-Verl. 1930.;21;Leipzig;1930;Elite-Verl.;False;In den Tiefen von Paris
197;;Fritz;Oerter;;Berlin;1920;Kater;Oerter, Fritz: Die freie Liebe. Berlin: Kater 1920.;105;Berlin;1920;Kater;False;Die freie Liebe
198;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Maurits;Dekker;;;;;Dekker, Maurits: sämtliche Schriften.;7;;;;True;sämtliche Schriften
199;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;;;;Zürich/Paris;;Verlag für soziale Literatur;Verlag für soziale Literatur, Zürich/Paris.;12;Zürich/Paris;;Verlag für soziale Literatur;False;Verlag für soziale Literatur, Zürich/Paris. Gesamtproduktion
200;;;;; Basel; 1938;Freie Schweiz;Sowjetunion, 20 Jahre ~. 1917—1937. Basel: Freie Schweiz 1938.;140; Basel; 1938;Freie Schweiz;True;Sowjetunion, 20 Jahre ~. 1917—1937
201;;;;; München; 1920;Eros-Ges.;Geheimnisse, Die ~ meines Alkovens. München: Eros-Ges. 1920.;44; München; 1920;Eros-Ges.;False;Geheimnisse, Die ~ meines Alkovens
202;;George;Grosz;;;;;Grosz, George: Sämtliche Schriften.;50;;;;False;Sämtliche Schriften
203;;;;; Frauenfeld; 1938;Huber;Kirche und Welt in ökumenischer Sicht. Bericht der Weltkirchenkonferenz von Oxford. Frauenfeld: Huber 1938.;72; Frauenfeld; 1938;Huber;True;Kirche und Welt in ökumenischer Sicht. Bericht der Weltkirchenkonferenz von Oxford
204;;Johannes;Grosse;;Dresden;1926;Verl. d. Schönheit;Grosse, Johannes: Die Schönheit des Menschen. Dresden: Verl. d. Schönheit 1926.;50;Dresden;1926;Verl. d. Schönheit;False;Die Schönheit des Menschen
205;;Heinz Bruno;Hart;;Leipzig;1928;Dietsch;Hart, Heinz Bruno: Drei Tage und drei Nächte. Leipzig: Dietsch 1928.;54;Leipzig;1928;Dietsch;False;Drei Tage und drei Nächte
206;;Wilhelm;Wolff;;Berlin;1909;Vorwärts;Wolff, Wilhelm: Gesammelte Schriften. Berlin: Vorwärts 1909.;164;Berlin;1909;Vorwärts;False;Gesammelte Schriften
207;;Richard;Calwer;;;;;Calwer, Richard: Sämtliche Schriften.;20;;;;False;Sämtliche Schriften
208;;Otto;Mueller;;Halle;1923;Produktiv-Genossenschaft;Mueller, Otto: Die Dirne und ihr roter Gast. Halle: Produktiv-Genossenschaft 1923.;99;Halle;1923;Produktiv-Genossenschaft;False;Die Dirne und ihr roter Gast
209;;Camille;Bloch;;Zürich;1935;Rascher;Bloch, Camille: Die Ursachen des Weltkrieges. Zürich: Rascher 1935.;12;Zürich;1935;Rascher;True;Die Ursachen des Weltkrieges
210;;Emando;Gimani;;Dresden;1926;Rosen-Verl.;Gimani, Emando: Comtesse Marga. Dresden: Rosen-Verl. 1926.;47;Dresden;1926;Rosen-Verl.;False;Comtesse Marga
211;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Jakob;Buehrer;;Zürich, New York;1940;Oprecht;Buehrer, Jakob: Blick in die Zeit. — Zürich, New York: Oprecht 1940.;3;Zürich, New York;1940;Oprecht;True;Blick in die Zeit
212;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Felix A.;Vitali;;Zürich, Leipzig;1940;Orell Füssli;Vitali, F[elix] A.: Reporter erleben England. — Zürich-Leipzig: Orell Füssli (1940).;18;Zürich, Leipzig;1940;Orell Füssli;True;Reporter erleben England
213;;Ives Eusebius;Schor;;Luzern;1934;Vita Nova-Verl.;Schor, Ives Eusebius: Deutschland auf dem Wege nach Damaskus. Luzern: Vita Nova-Verl. 1934.;131;Luzern;1934;Vita Nova-Verl.;True;Deutschland auf dem Wege nach Damaskus
214;;Jakob;Noetges;;Köln;1931;Gilde-Verl.;Noetges, Jakob: Nationalsozialismus u. Katholizismus. Köln: Gilde-Verl. 1931.;103;Köln;1931;Gilde-Verl.;False;Nationalsozialismus u. Katholizismus
215;;Wolf;Ritter-Bern;;Hamburg;1926;Fackelreiter-Verl.;Ritter-Bern, Wolf: Der Drahtzaun. Hamburg: Fackelreiter-Verl. 1926.;120;Hamburg;1926;Fackelreiter-Verl.;False;Der Drahtzaun
216;;Siegfried;Lichtenstaedter;;Leipzig;1931;Engel;Lichtenstaedter, Siegfried: Schächtfrage und Schächtgegner. Leipzig: Engel 1931.;85;Leipzig;1931;Engel;False;Schächtfrage und Schächtgegner
217;;;Boehm, Felix, Otto Fenickel, Wilhelm Reich;;Wien; 1931;Internat. psychoanalyt. Verl.;Boehm, Felix, Otto Fenickel, Wilhelm Reich: Über den Ödipuskomplex. Wien: Internat. psychoanalyt. Verl. 1931.;13;Wien; 1931;Internat. psychoanalyt. Verl.;False;Über den Ödipuskomplex
218;;Ewald;Banse;;Oldenburg;1932;Stalling;Banse, Ewald: Raum und Volk im Weltkriege. Oldenburg: Stalling 1932.;7;Oldenburg;1932;Stalling;False;Raum und Volk im Weltkriege
219;;G.;Friedrich;;Strassburg;1938;Ed. Prométhée;Friedrich, G.: Aus dem Gerichtssaal. Reportagebericht vom Moskauer Prozess. Strassburg: Ed. Prométhée 1938.;41;Strassburg;1938;Ed. Prométhée;True;Aus dem Gerichtssaal. Reportagebericht vom Moskauer Prozess
220;;;;; Berlin; 1932;Verl. Betrieb u. Gewerkschaft;Wer kommandiert die NSDAP? Berlin: Verl. Betrieb u. Gewerkschaft 1932.;158; Berlin; 1932;Verl. Betrieb u. Gewerkschaft;False;Wer kommandiert die NSDAP
221;;Wilhelm;Reinhard;;Berlin;1932;Verlagshaus f. Volkslit. u. Kunst;Reinhard, Wilhelm: Rolf Torrings Abenteuer. Bd 162: Das Haus des Schreckens. Berlin: Verlagshaus f. Volkslit. u. Kunst 1932.;117;Berlin;1932;Verlagshaus f. Volkslit. u. Kunst;False;Rolf Torrings Abenteuer. Bd 162: Das Haus des Schreckens
222;;Arnold;Gysin;;Leipzig;1923;Der Neue Geist-Verl.;Gysin, Arnold: Die andere Hälfte der Pflicht. Leipzig: Der Neue Geist-Verl. 1923.;52;Leipzig;1923;Der Neue Geist-Verl.;False;Die andere Hälfte der Pflicht
223;;Aldous;Huxley;;Leipzig;1932;Insel-Verl.;Huxley, Aldous: Welt — wohin? Leipzig: Insel-Verl. 1932. — Hamburg: The Albatross 1933.;63;Leipzig;1932;Insel-Verl.;False;Welt — wohin
224;;Karl;Seher;;Hamburg;1930;Überreich;Seher, Karl: Wollen und Werden — das Buch der Ehe. Hamburg: Überreich 1930.;134;Hamburg;1930;Überreich;False;Wollen und Werden — das Buch der Ehe
